painting,domi_emotion,utterance_combined
pyotr-konchalovsky_willows-1947,positive,The trees look really soft since the brush strokes were applied so quickly.The colors are peace full and i can almost smell the fresh air.This painting makes me feel contentment. it looks like a beautiful spring day and the blues and greens are such a calming combination.
thomas-eakins_an-arcadian,positive,I like the details of the person lounging in the sun surrounded by the green landscape.This person is sitting in partially cleared area. they look like they are reflecting on their life.This man is in his toga enjoying the outdoors and the fields here.
thomas-eakins_the-chess-player-1876,positive,This was the most intense game of chess they've had between them in the last 40 years.The men playing a game of chess makes for an exciting sight.Edison and tesla decide to settle the issue of who will control electric power over a game of chess.
valentin-serov_portrait-of-adelaida-simonovich-1889,positive,The woodland setting makes t his feel and seem ethereal.The female seems to be lost in her own world within the pages.This painting makes me feel content with woman's steady look at the book.
vasily-perov_policy-1863,positive,"The small gathering seems quite peaceful and i appreciate the civility and community here.How the figure resting his chin is just made up of a triangle for a nose, but still real.The minimal use to create the figures is wonderful, and the contrast between the darkest and lightest points are great."
vasily-perov_portrait-of-sergei-timofeevich-aksakov-1872,positive,"I am laughing at that funny looking beard.The man had more hair growing out of his chin and then he did from the top of his head at this point in his life.What is up with this guy's beard, looks like a carpet."
vasily-sadovnikov_the-field-marshal-s-hall-of-the-winter-palace-1852,positive,"What an opulent palace! the chandeliers practically drip with gold, and everything from the ceiling to the walls down to the floor is made with intricate detail and luxury.The detail in this room in regards to the gold chandeliers appears majestic and expensive.The chandeliers feature hundreds of candles set in real gold.The ballroom looks very majestic and regal.The scene is so pretty and elegant.The giant chandeliers are truly amazing to witness at that size.Looks like a renaissance scene. meticulously dressed people, elegant art and chandeliers.The golden chandeliers in the mansion makes me feel like i'm in a opulent, luxurious environment.Amazingly ornamented ball room.I feel awe because of the grandeur that is depicted in the painting. there is a large amount of opulence being shown here and it is hard not to be struck my the luxury of it all.The scene is well drawn and depicts an incredible lavish and amazing building, with beautiful paintings ordering the walls, and intricate chandeliers with hundreds of individual candles upon them.The architecture of the room and the chandeliers are like ones of royalty you see in museums in europe.The details in the chandeliers, uniforms and paintings are breathtaking. i am in awe of the skill and attention to detail of the artist. i feel like i am there, taking in the detail and beauty of the room.This room is so fancy, espeically the chandeliers! the people who own it must be really rich!The lighting is great and the details in the flooring and the chandeliers are also great.Wow, how many people can paint a painting of a painting? everything else in this piece is stunning too.It is a finely detailed painting and they took great care to capture the elegance of the palace.The chandeliers hanging overhead are so fine and detailed.I love the sense of scale in this image and a huge chandeliers really give this perspective.The amount of detail in the building and the chandeliers, and the fact that they included a few paintings within the painting is impressive.The hall is grand and elegant due to the chandeliers, the guards, wall arts and the ornaments.The chandeliers are elaborate and fancy, the paintings large and breathtaking.The chandeliers look like giant upside down jellyfish.The details of the architecture and decor are so intricate.This is a grand hall with very high ceilings, beautiful golden chandeliers, and people dressed in fine clothes. very impressive.Complex and detailed paintings like this always make me feel amazed.  even the paintings within the paintings look like effort was put into them.I want to be in the room with the others looking at the life size pictures on the wall and witness the room with all the candles lit.The chandeliers are very opulent and fancy looking giving me a sense of awe.This ballroom is an explicit rendering to the idea of splendor, with its magnificent columns, tilework and crystal chandeliers, wall-hangings and windows. the occupants are also dressed to the nines.  money is no object here, as the coterie of servants attests to.The chandeliers look magnificent in a spacy hall with high ceiling.The chandeliers are very grand and are a large focal point of the artwork.  the room is very large and seems a bit over-bearing."
vasily-sadovnikov_view-of-palace-square-and-winter-palace-in-st-petersburg,positive,"The color contrast between the sky and the ground is amazing. however i am  a little disappointed in the empty space that was wasted in the middle of the crowd? could have thrown in some avian filler, or debris on the ground. just seems a little too tidy for the portrayed time period.The like angelic podium statue has an illusive presence.The cross at the top of the building represents christ's triumph over all.The detail of the buildings is intense.The giant column in the middle of the square is quite beautiful as it seems to look over the entire town."
vasily-surikov_the-apostle-paul-explains-the-tenets-of-faith-in-the-presence-of-king-agrippa-his-sister-1875,positive,The glow of the men sitting down look like they are empierors sitting listening to their subjects.The debate shown seems quite lively and i find the individuals quite heated.The men appear to be in a important debate in my opinion.
vasily-vereshchagin_in-the-alatau-mountains-1870,positive,"The buck looks like it's in total solitude on the mountain.The detail in the flowers in the front makes it seem like i can almost smell them, and i want to sit there and have a picnic on a nice day.I feel peaceful looking at the lone bird, the lone deer, and the pretty white flowers.The lone bird in the and the lone deer in the field make me feel at peace with nature."
vincent-van-gogh_milk-jug,positive,"Everything about this pitcher appears to look just as a pitcher should. it is symmetrical with an elegant design.The pitcher is deep with a big handle, meaning it can pour a really nice and icy drink.The painting of the vase seems rather simple but well drawn.The jar looks simple, like someone being happy with the day to day."
vladimir-makovsky_congratulations-1878,positive,The stout couple seem to be sharing a comical moment with each other.This looks like a jolly scene with all the bright colors.An old woman is trying to persuade a skeptical older gentleman .
vladimir-makovsky_crimean-seashore-1889,positive,"Nice sharp detail, i like how the water changes color as it gets closer.I am contented by the blues and white waves and quiet beach-side.The blue and green of the water feels warm."
william-adolphe-bouguereau_beaut-romane-1904,positive,"Nice detail in the nude, but i wish the face wasn't in shadow.The woman has a very slender figure but is very attractive nonetheless.The woman seems completely comfortable to be topless at the beach.She's enjoying the nature. looks peaceful."
william-adolphe-bouguereau_the-veil-1898,positive,"I just love the way the artist is able to shade the woman correctly because she is blocking off some of the light with her long silk scarf.An angelic beauty of a lady peeping from under her white veil.The woman is portrayed as equally beautiful and playful, and the folds of the dress are perfectly depicted!"
william-adolphe-bouguereau_two-sisters-1901,positive,The girls are showing familial affection in their closeness.I just think that those two sisters are adorable.The two girls look lovely in the white and look like siblings.
winslow-homer_canoe-in-the-rapids,positive,The two boys look like tom sawyer and huckleberry finn rowing off to freedom and their next adventure.The travelers seem quite ready to take on the next new adventure.The water looks pretty lively for such a small canoe.
winslow-homer_for-to-be-a-farmer-s-boy,positive,"It reminds me of my own kids, trying to pick out the biggest pumpkin to carve for halloween.The little boy is picking some pumpkins from the patch.I feel contentment looking at this photo because the boy carrying the pumpkin could easily be my son. fall is my favorite season so the pumpkin patch in this image is familiar."
bernardo-bellotto_the-freyung-1761,positive,"The detail on the buildings is exquisite, it's almost like your there watching.It's amazing to think that this is a paining and not just a photograph.Amazing how the times changed.The architecture of the building is amazing."
canaletto_scala-dei-giganti-1765,positive,"It looks so realistic right down to the details on the window shades.It has beautiful depictions.The stairs look very grand, the weather looks glorious."
carl-ludwig-johann-christineck_natalia-ozerova,positive,"The woman dipected looks well groomed.I feel content because she looks fashionable and secure.She looks very famous, but also approachable.The woman's eyes are very beautiful."
dmitry-levitzky_portrait-of-countess-ursula-mniszek-1782,positive,"She looks happy, ready to party. the outfit and the smile makes the picture enjoyable.The woman's hairstyle is very eye-catching.There is a personality coming through the painting.  she is funny, charming, and curious."
george-morland_the-approaching-storm,positive,It is obviously windy out but this looks serene.  it feels like the people here are happy to see each other after a long absence.The blurry effects of the dog and the walking figure are great indicators for believing there is strong wind in this piece. excellent movement and energy.This looks so realistic and relaxing.  i'd love to just step right in.
giovanni-battista-tiepolo_allegory-of-strength-and-wisdom-1743,positive,The girl in red is being taken to heaven by an angel.The scene is very powerful and the falling baby makes it.We always knew the are angels are in the clouds traveling up into another realm.The way they are presented together is interesting and intriguing to know the story behind it.
giovanni-battista-tiepolo_the-rape-of-europa,positive,The individual in white appears to be getting a pedicure and their hairstyle while cupids look on.The excitement is palpable as men interact with celeste yours feeling of all the possibilities grace flow through your mind.A man being judged by the his peers on a mountaintop with cupids exmaining his judgement.
jean-baptiste-simeon-chardin_the-house-of-cards,positive,"This person looks like they're enjoying themselves while doing something creative.The child's face is very contented, and the delicate way he is holding his toys is nice to see.The child looks to be happily playing and enjoying themselves.The man is sitting at a desk playing with a deck of cards and enjoying himself."
joseph-wright_john-milnes,positive,The tight white pants and goofy white hair.The rich coloring background against the white suit of the man makes him seem greatly out of place.The way the man is dressed makes me chuckle.
joshua-reynolds_colonel-george-k-h-coussmaker-grenadier-guards,positive,The noble image of a sharply dressed man standing by his steed is always a classic.The impressive attire and aristocratic bearing of the young man create an atmosphere of respect and awe.The man looks to be someone important with a confident pose.
joshua-reynolds_lady-elizabeth-compton,positive,"The woman looks so happy, and her posture makes it really seem like she is enjoying her life.A confident woman who stands her ground.The womans face looks happy and like she is enjoying her life.With the dark background, and light clothing and skies around her face, it illuminates her smile and shows her radiant beauty."
maurice-quentin-de-la-tour_jean-jacques-rousseau,positive,"He seems like an important fellow, though i don't know exactly who he is. perhaps a statesman?Even though it seems like a typical colonial american painting, it's impressively detailed.The man looks smart and handsome with his suit and grey hair."
maurice-quentin-de-la-tour_manelli,positive,"With his pink neck ribbon, smirking grin, and beehive powdered wig, this guy is really fancy!The man looks very friendly and appears to be laughing.Usually people in old paintings are so serious, but the subject of this one seems delighted.The funny look of the forced smile hair on the man's face sounds fun to me."
pietro-longhi_fall-of-the-giants,positive,This image is beautiful and heavenly in context and perspective.The blue used around the characters along with the blue on the sides make this painting look heavenly.The cathedral walls are tall and awe-inspiring and the paintings dramatic and thought provoking.The angle makes the height of the room amazing.
pietro-longhi_the-tooth-extractor,positive,"The man in gray standing up on the table commanding attention and the little girl with the white head scarf.The people, their shape and what they are doing.I am intrigued at the scene going on because there are so many people doing so many different things."
vladimir-borovikovsky_princess-lopukhina,positive,"The painting shows well defined facial structure and realistic body shape, which is impressive.The orange color in the scarf stands out against the darker color in the overall picture which blends with her contented facial expressions.The lady is not a beauty but the artist has made her look attractive.Beautiful person with impressively recreated curly black hair and the folds of the pink fabric."
william-hogarth_the-theft-of-a-watch,positive,Not sure what is happening in this image but it appears to be an exciting fight scene.The people in the photo look as if they are having a party.Lots of people who are busy dancing and having fun at a ball.
akseli-gallen-kallela_aino-myth-triptych-1891,positive,"The painting is so well done that i feel in awe.The colors used make a reflection in the water.The painting looks so realistic, you can't help but stare at it in awe, because it is so beautiful to look at."
akseli-gallen-kallela_rustic-life-1887,positive,The man is repairing or cleaning his shoe in front of a fire and a cat. you can see the red glow of the fire on him and on the fireplace. it is a very warm comforting scene.The cat looks at the person is cute.The painting seems somewhat calming to me.
alfred-stevens_portrait-of-m-l-bion-1892,positive,The swirling colors in the back are so calming. it makes me feel like everything is peaceful and content.Lovely clothing and a pleasant expression on this woman's face suggest her life is happy.The figure looks at ease with herself.
caspar-david-friedrich_largeness,positive,"The landscape is beautiful and the sunset is pleasing and relaxing to look at.The glowing sky and the water makes me feel at peace.The sun is setting over calm, quiet water and trees that are not moving."
cornelis-springer_voorburgwal-in-amsterdam,positive,I love any picture with horses in it.The sky makes it look like a beautiful day out in town where everyone is enjoying being outside.A beautiful display of a canal and bustling lane along the waters' edge.
dante-gabriel-rossetti_image-of-women-and-an-exotic-pet-1869,positive,This angry woman is hauling a beaver or groundhog along in absolute irritation.The big hamster as a pet with the halo is just really amusing and the expression of the lady is awesome.The beaver with the halo is on a leash and that is funny.
edwin-henry-landseer_the-arab-tent,positive,"The portrait of the horses shows love and caring, the pairs of animals in the background are content and calm.The horses seem to love and comfort each other here.The colors in this painting look rich and warm, and the placement of the smaller horse next to the bigger horse makes it look cared for and protected."
eugene-delacroix_hesiod-and-the-muse(1),positive,It's weird.a floating angel touching a fallen figure.it's kind of surreal.and it looks like it's on the ceiling.The women hovering over the man seems supernatural. the gold border and rich green background are majestic.The woman is saying a healing prayer over this mans body.
eugene-delacroix_horses-running(1),positive,A black horse running beside a rather ghost white horse.Three horses are engaged in a self-directed challenge as they race in an open field.Da vinci horses in full gallop.  motion was quite a challenge to depict without photography.
francesco-hayez_portrait-of-ferdinand-i-of-austria-1840,positive,The man's head is irregularly shaped to the point where he looks like his brain is swelling.Such a look of arrogance and misplaced ego.The man appears to be a royal soldier who takes pride in engaging in warfare unquestioningly.This guy would probably cut and run at the first sign of any blood.
francisco-goya_two-dancing-old-friends,positive,The subjects are looking jovial and engaging in a dance.The way the male and female are dancing. their faces.The facial expressions on the two individuals in the painting made me smile because they look like they are having fun dancing together.
francisco-goya_will-the-student-be-wiser-1799,positive,"Funny print with a bunch of donkeys sitting in a circle.A donkey mother and son going over the alphabet. reminds me of myself and my son, this is so funny to me.Donkey painting is comical, makes me laugh and is happy feeling.The image of mother and child is heartwarming, but the depiction of donkeys is funny."
george-frederick-watts_dorothy-tennant-later-lady-stanley(1),positive,"This painting has a very serious feel to it and the squirrel in her hand lightens things up and brings humor.The woman is holding a pet squirrel, which i find amusing.I am amused by this painting.  the squirrel is so cute in her hand.  it is fun to see."
gustave-dore_daniel-interpreting-the-writing-on-the-wall-1866,positive,I am in awe of the fine details that the artist was able to capture in this painting.The massive temple with its intricate pillars looks very imposing.The detail in this is insane. i image this being a scene in ancient rome or greece of politicians having a discussion.It's always so curious to see depictions of a such a long time ago.
gustave-dore_the-holy-sepulcher,positive,Astonishingly detailed and with only monochrome colors. the architecture in particular is incredibly detailed and i'm in awe at the level of artistic ability here.The details and emotion this painting brings out using only black and white is amazing.This painting looks so realistic. it's very detailed and i love how the artist used such tiny pencil strokes to create a strong feeling of structure in the image.
ivan-aivazovsky_fishermen-returning-near-naples-1874,positive,"It makes me feel very adventerous.The boat is pulling into shore greeted by someone with their arms wide open, it seems like a happy reunion.It makes me feel excited because it does bring the memory of fishing to me."
ivan-aivazovsky_ship,positive,The large sails on the ship look spectacular. if one saw this sweep up onto the water's horizon it would create a sense of wonder at it's beauty and function.The ship looks grand and powerful as if returning from a great voyage.The majesty of the ship and its masts is a sight to see coming up to the shore.
jan-matejko_portrait-of-alfred-potocki-1879,positive,"He has a completely black suit that perfectly conveys the texture, like i can feel it.The lighting is impressive and the technique used to depict the clothe's texture as well.The man in the painting appears to be one of prestige, and is being honored by being portrayed.This piece looks so realistic its astonishing. his clothing in particular is so well done."
john-constable_east-bergholt-church-1811-1,positive,"The sky is calm, the building it beautiful and well taken care of.The amount of detail around the chapel is impressive and the lighting is superb.I love the look of the building and find it very interesting."
john-william-waterhouse_gather-ye-rosebuds-while-ye-may-1909,positive,Two women by the stream picking white flowers.The two colors of the dresses and the grass is peaceful.These three girls feels like happiness and joy while picking flowers in a beautiful landscape!
joseph-wright_view-of-the-lake-of-nemi-1795,positive,Looks very peaceful and quiet. i could live here.The sunset looks very calm and the man on the horse seems to be enjoying it.Its a nice warm fuzzy filling painting with the donkey roaming in the beautiful sunset. looks peaceful.The calm clear waters and clear sky makes me feel relaxed and calm.
karl-bodmer_view-of-the-godesburg-and-the-seven-mountains,positive,"Amazing, like coming across a forgotten place high up in the hills that man hasn't touched in years.The castle sits atop the hill  surrounded by a meadow.This picture reminds me of a scene from a fantasy novel.  i love how the artist drew the castle on the hill.  it is the centerpiece of the painting for me."
karl-bodmer_young-amerindian,positive,"The look on the man's face and his posture make me feel in awe of him.This indian has painted his face bright red for war and is displaying his weapon of choice in his arms.Awesome/reverant native american or other indigenous man depiction in a regal pose, well dressed in his people's garb, fur and rifle. could have been any warrior across multiple cultures.Powerful painting showing a man dressed in his cultural aboriginal clothing."
konstantin-makovsky_female-portrait-6,positive,"This woman looks very elegant since she's wearing a velvet and lace dress.The looks like it's made from black velvet and it stands out , its a good contrast to the golden/green background!The woman's face and hair is painted very realistically."
konstantin-makovsky_in-the-garden,positive,"The sunlight is bright behind the subject. she is sitting in the shade. i like the yellow hat against the dark thick tree trunk, and the white dress as a contrast to the black hair.  you feel drawn to this figure because of those contrasts.The girl's sad facial expression makes me want to go give her a hug. i feel bad for her.It's a quaint scene out in the garden as she rests."
lev-lagorio_an-old-mill-1859,positive,The mill scene looks very calming. the colors are a nice mix with the green trees contrasted against the trees building.A beautiful summer house with a lake right behind.Looking at the old mill makes me feel at peace.The water mill and clear sky makes me feel peaceful and meditative.The trees and the stillness perceived in the paiting give me a sense of calm.
lev-lagorio_moonlit-night-at-neva-1898,positive,The streaking light on the water makes me look into the unknown like the person on shore.I feel such peace and calm viewing this boat on the water at dusk.This is so gorgeous. i love the detail and scenery. it's so real it's like a photo of the past.
louis-janmot_po-me-de-l-me-18-r-alit,positive,"The colors are so beautiful, i love her dress and the mountains in the background.The bright burnt orange of the woman is quite lovely and the backdrop is quite lovely.This is a raw moment with a woman's grief, a striking contrast to the peaceful and bright surroundings."
maxim-vorobiev_view-of-the-military-telegraph-near-varna-1829,positive,"The greens and blues of the valley are very majestic and make one long to see it.The viewer's vantae point is far away, creating an impressive landscape and feeling of viewing an important event.I think this imagery is quite beautiful. the site of a common symbol across the river would be calming."
maxim-vorobiev_visiting-two-arabian-sheikhs,positive,"The arch tells us that there is something important within it. interestingly, we are in the inside looking out.I love the red colour of the men's clothing and the patch of blue sky in the distance.The shape of the archway done in bricks is fascinating."
nikolaos-gyzis_couple,positive,"The woman and the man look like they are watching something very interesting.These two ladies wear mile long grins and seem to be moving.The man and woman appear to be having a good time together, which is arousing."
orest-kiprensky_landscape,positive,"An amazing piece of work with what was probably just a black pencil and chalk. i love the way the artist made the reflection off of the pond and the painstaking way he drew the leaves in the trees.The half statue at the front with the dark colour background makes it very outstanding and i feel very awe.The black and white and the bust makes me feel like this is a tribute to someones life, like life is grim without whoever is the bust."
orest-kiprensky_portrait-of-an-unknown-woman-with-a-kerchief-on-her-neck-1829,positive,This woman is really beautiful...i really like the detail added to her hair to make it look shiny.The woman has a confident facial expression and she is looking over her shoulder.The woman looks very elegant since her hair is spun up on her head.Her face is beautiful and her clothes and hair are perfection.
paul-delaroche_marquis-de-pastoret,positive,"I feel in awe of this heroic painting of the dramatic and historic figure, talleyrand.The man’s red silk scarf is incredibly long.I like how the red in the background matches the reds in the shimmering garments."
richard-parkes-bonington_venice-the-grand-canal-1827,positive,Nice village in italy where people live on the water comfortably.The scene looks like venice since the whole city is underwater.The canals are quite lovely and i appreciate the rich blues of the sky as they peak through.
rudolf-von-alt_the-bay-of-cattaro-in-dalmatia-1840,positive,"A grand and tranquil landscape. the slightly muted colours show us this a pleasant day with hope for the future as far as the eye can see.The mountains resemble glowing white crystals. it's very pretty.I love the mountains in this, they are drawn well and give depth to this painting."
sir-lawrence-alma-tadema_bluebells,positive,The woman is in a field with thousands of lavender flowers.Her sister is not very good at hide and go seek but it's just fun to get out in the woods for a change anyway.The women look like they have been waiting for someone and they see them off in the distance. the woman laying on the blanket has a look of happiness or relief on her face.
taras-shevchenko_architectural-project-of-private-house-facade-1860,positive,The yellow roof reminds me of a piece of gum.Super simple sketch type piece that looks like it'd live on a postcard. neat and focused for a content look.The paint looks very rectangular and specific in measurements.I find this sketch of a small yellow house to be very unique. i like the blue windows most as they stick out due to their color.
theodore-chasseriau_the-tepidarium-1853,positive,I am excited by the erotic nature of this painting of a woman baring her breasts to the crowd.The single womans body looks like she is glowing in the sunlight as she is preforming for everyone.This painting makes me feel stimulated and energetic.
thomas-cole_italian-scene-composition-1833,positive,I feel a sense of awe from the backdrop with the small people in the foreground.The tree is so much taller than any of the mountains or cliffs.This scene is amazingly life like i feel like i could step into it and dance with the people on the left.
thomas-cole_study-for-the-cross-and-the-world-1847,positive,Huge viewpoint into the sun above. clear day above a strip of land then sea. lovely and exciting piece that brings one to peace here.I am excited by the contrast between the tiny human figures and the bright sun in the middle of the picture.The person looks so small compared the scene before them. the individual captures all the light.
vasily-tropinin_portrait-of-k-g-ravich-1823,positive,"The man's expression resembles a character from shrek. it's somewhat amusing.His face looks like a comedian who makes fun of his own looks.This man has a lot of character in his face, and he seems like a silly dude."
viktor-vasnetsov_bayan-sketch-1880,positive,It is amazing to see the individuals all sitting quite peacefully as they listen to the man.The men have climbed to the top of the hill.These people have conquered all their battles and are now sitting at the top of a hill in victory.
viktor-vasnetsov_nestor-the-chronicler-1893,positive,The man is writing some notes in his diary.The man appears quite fixated on his work and the readings and writings he must perform.The man is writing some divine prayers in his book.
william-turner_departure-of-the-fleet,positive,"Even though the scene is blurry, i love how the orange and yellow colors make the scene look dreamy.The orange lighting gives it a sense of wonder and warmth.I love how the lighting and colors look like a fire."
william-turner_norham-castle-on-the-tweed,positive,The colors are soothing and the scene makes me want to ride a boat down that river.The cows are happily drinking from the cool spring water.The three cows are cooling off in the water and getting a drink.I feel very content looking at the cows in the water with the magnificent building in the background.
william-turner_rome-from-the-vatican,positive,"This golden, wide sunlit cityscape feels epic and open and positive. it's like a utopian city scene. the hallways and architecture and nearly every aspect of this scene feels lavish and extravagant.There is so much open space in between the columns.The paintings on the ceiling are a delicate touch."
william-turner_the-pantheon-the-morning-after-the-fire,positive,The city seems utterly vibrant as the townspeople make their way through their lives.Everybody is busy washing out the streets with water.There appears to be a lot of activity going on in this busy city scene.
william-turner_welsh-bridge-at-shrewsbury,positive,"Looks like a village that i may see in a foreign country duch as italy. beautiful architecture, with buildings that go over a bridge and the hollow part of the brige to let small boats of traffic through.The structure is quite beautiful in the way it stands over the river.The shadows and light on the architecture is detailed. i like the reflection of it in the water too.The buildings look very big and detailed. the sky has a number of big dramatic clouds."
alphonse-mucha_jan-amos-komensky-1918,positive,To be with a crowd anticipating a miracle.This makes me feel peaceful and balanced.  the sky and lone figure sitting are someone i know. gorgeous.The beautiful colors of the sky and landscape are really something to behold.
eliseu-visconti_oreadas,positive,"It looks like everyone here is having fun naked.The dancing people with raised arms, and the tambourine being played make me feel happy like a celebration is happening which is exciting.The unfettered dancing of the forest folk is exhilarating.  dancing as nature intended it, free and unabashed.The subjects of the painting are happy and lively.A group of people having a good time prancing around naked."
felix-vallotton_autumn-crocuses-1900,positive,"The big trees pop out of the field and are beautiful and seem to provide some nice shade.I love open fields, especially with a few trees thrown in, i wish i could sit under one and read a book.It reminds me of being in the prarie and being peaceful and content.The painting looks colorful.The pastel colors used are soft, earthy, and subdued."
frantisek-kupka_the-way-of-silence,positive,"Amid the tombs of the pharos.This is  really cool depiction of all the sphinxes - quite unique in my mind.This makes me feel in awe because the sky looks beautiful and the monuments majestic and i would be in complete awe if i were the person in the pictures taking in all of this.The statues and vast night sky make me think of a higher power watching over everything, including the lone walker."
gustav-klimt_lakeside-with-birch-trees-1901,positive,"The colors are very warm and relaxing.The flowers and the reflection in the water evoke a peaceful feeling.The reflection in the water is peaceful, and the flowers look untouched and pristine, like no one has been there."
gustave-moreau_apollo-vanquishing-the-serpent-python,positive,"The angel burst of the paper with the orange and yellow flames.The way the lights radiate from the women makes me amused.If i saw this in real life, i would automatically believe i was dying and that i was being delivered to god's judgement.The lighting forces you to focus on the figure and makes it seem like an awe inducing spectacle."
harry-clarke_the-year-s-at-the-spring-1920-30,positive,The glow of the moon and the angle of the broom makes this move in an adventurous way.It looks like he is on a fun ride.The whimisical nature if the main character makes me feel somewhat excited.
harry-clarke_the-year-s-at-the-spring-1920-38,positive,"The lack of colors and well as the calming subject matter.The woman looks like an angel, in heaven and at peace.A woman standing in her flower garden being as content as she can be."
jacek-malczewski_my-life-return,positive,The picture is peaceful yet sad and very bright and colorful.The use of open space with very light colors is very calming.The cool blues of the sky are very restive.
konstantin-bogaevsky_landscape-with-trees-1924,positive,Everything in this picture has a ton of detail. the sky looks violent and it look windy.I love the red leaves on the trees and the way the artist painted the clouds and sky.The white cloud is above the mountain.
konstantin-somov_autumn,positive,The golden and orange colors of the leaves next to the reds of the clothing feel very evocative of a crisp fall day. i feel at ease and cozy seeing this painting.Soft fall colors showed a relaxed mood.I like the image of the women walking in a park with brightly colored leaves on the trees.The details on the leaves changing colors on the trees.
konstantin-somov_firebird-cover-of-the-book,positive,"Angel flying down from the sky to fulfill a wish.Beautiful colors and background, sky is a purplish blue.The patterned fabric and the surronding environment brings out a feeling of tranquility.This outfit and pose make it look like she is flying, like a butterfly."
konstantin-somov_girl-olia-1,positive,This is a sweet if simple study of a child. there is the beauty of youth here.This pretty child's profile reminds me of a family silhouette portrait.A nice picture with a lot of detaill going towards the features of the face especiallly thr mouth and nose.The eyes of this child look like they can see through any deception.
konstantin-somov_young-woman-asleep,positive,"The softness of her beauty blends well with the use of blues.The subject in the painting appears to resting very comfortably, and lips almost have a hint of a smile. the shades of blue have a calming effect.You can really really see how content this woman is while she sleeps."
konstantin-vasilyev_avdotya-ryazanochka,positive,The woman looks very confident leading all of those people.The white lines and many people behind the woman make her seem powerful and strong.I would do anything she asked me to do. i feel protected.I feel like this woman is honorably leading this large crowd of people.A female appears to be guiding her flock of followers on the right path.
kuzma-petrov-vodkin_noon-1917,positive,"This reminds me of a kate bush song called wuthering heights.I know the main focus should be the people of the town, but i just loved the green apple tree!This reminded me of going to amusement parks with my family.I love the use of primary colors in this image. especially this bug yellow apples we see in the foreground."
kuzma-petrov-vodkin_trinity-1915,positive,3 people/angels have heads bowed as if in prayer at the table reminds me of jesus and the archangels.The three bodies all insink seems like a prayer calling.The painting reminds me of my religion and looks beautiful with the people there.
martiros-saryan_gazelles-1926,positive,"The antelope are all moving quickly. none of their legs are on the ground showing they are in motion.The movement of these deer in the orange and brown background feels like speed.Running gazelles in the bright of day, showing movement, joy in the vivid colors and true scene."
mikhail-nesterov_saint-russia,positive,I love this depiction of a nordic baptism. beautiful colors and a real sense of hope and joy.I feel awe at what appears to be jesus visiting humanity which is always uplifting. it gives a sense of feeling elevated by a heavenly figure.Jesus has come to town and all are there to see him.
mikhail-nesterov_tsar-alexei-mikhailovich-1887,positive,"Formality infuses every aspect of this scene, from the arched wall decorations to the adorned garbs, yet humanity is revealed in two of the women's tilted heads.The clothing on the figures is ornate and exotic, the dark red and brown colors are relaxing.The scene itself is depicted as just important as the individuals, evidenced by the artist's focus on the arches and rugs."
mikhail-nesterov_winter-in-skit-1904,positive,"The mountains and countryside create a feeling of peace and tranquil.Looks very peaceful. the snow is beautiful and the woman seems to be taking it all in like ""wow, this is amazing"".The colors in the painting are calm and the snow makes the picture looks serene."
mikhail-vrubel_the-flying-demon,positive,"Interesting color choice and style, painting is thought provoking. is this icarus.This painting is just remarkable, colors perfectly blending.Because the portrait portrays a real life angel.This is a neat picture. it looks like a man laying on a big bird or a man who has big wings. i am awed by it.The woman appears to be daydreaming about soaring like a bird."
nicholas-roerich_call-of-the-sky-1935,positive,"Wow! very good work on the lightning strike, plus, mountains at night, and blue!Watching the lightning bolt over the dark mountains.The dark mountains are brooding and dark.  i like how the lightening brightens up the sky against the darkness."
nicholas-roerich_himalayas-1938-1,positive,To be honest with you i really do admire the men who went there to explore and send back information about the place.The mountains are quiet and cold in the winter snowy months.These white clouds against the mountains make for a heavenly painting.
nicholas-roerich_himalayas-1943-1,positive,"I feel content looking at this image. the darker mountains in the front have a foreboding stormy feeling and contrast nicely with the lighter range in the back. it feels like sunny skies are on the way.Content with the beautiful mountain scene with the snow covered caps and the sun reflecting on it.It's out in the wilderness of a mountain range that makes me feel content with isolation. i also really like the outlining edges in this one.Mountains make me happy, and the way the snow-capped peaks jut triumphantly into the sky is majestic."
nicholas-roerich_himalayas-60,positive,The blue colours and the lines are very soothing.The white mountain makes me feel peaceful and medtitative.The gold on the peak of the mountain looks like its coming from a lovely sun rise. it also reminds me of a goal shining bright above for you to achieve.This looks like a morning on a snow-covered mountain peak; it is quite peaceful.I think the look at the mountains is very calming.
nicholas-roerich_hunting-1937,positive,The awe-inspiring awesomeness of a mountain range is always breathtaking.I feel like i'm in a video game. it's enchanting with the shadow work done here.I feel like the artwork is crisp and clear.  the blue background against the pop of black is nice to see.
nicholas-roerich_kuluta-1936,positive,"I am awed by the vast, giant mountains that loom in the background.It shows an expansive landscape which makes me want to explore.The mountains look very nice, it has layers to the painting, the horse looks really small.The snowy mountains covered by a looming shadow makes me feel like i'm in the presence of something almighty."
nicholas-roerich_mstislav-s-duel-with-rededia-1943,positive,"Interesting to look at, the background is so bright and colorful.The almost psychedelic combination of blue and magenta has piqued my interest. on top of this the two main figures of the painting seem to be fighting each other, and there is a large crowd in the background. it makes me start to wonder why they are fighting to begin with. as a whole, i am bewildered by this piece and the scene it conveys.This painting feels like one warrior is holding a hurt man in great sorrow."
