painting,domi_emotion,utterance_combined
radi-nedelchev_winter-village-1969,contentment,The details of the tree and simplicity of the houses.It looks like a happy village during the holiday season.The tracks in the snow are realistic.The curved look of the painting and the colorfulness make it feel very whimsical and happy.All of the carriages and people out makes me think of a happy christmas scene.This makes me think of a christmas story book.
raoul-dufy_boats-in-le-havre-1926,excitement,"So much activity here, it's watching the democracy process of the bigger and stronger taking it all in action.This painting reminds me of picasso's starry night.All the boats look like they are about to start a race."
seraphine-louis_unknown-title,awe,"Lots of color and movement in this painting makes me think of windy, spring days.Looking at this i cant get over the bold colors and how you really have to look to see if its a bird or a branch with alot of leaves on it. i like the little bird almost hidden under the big bush.A tree with leaves of a million colors. the colors are wondrous and the painting looks joyous."
tarsila-do-amaral_a-gare,excitement,"A cubist portrait using bright colors evocative of childhood.This work is bright, happy, and childlike. there is an animated train and it is very colorful.The bright colors and geometric shapes gives a cheerful impression of a very busy environment.The bright array of colors really make this picture pop.The perfectly rounded circles and the perfectly square rectangles are interesting.Wonderful, a colourful painting of a train, very child-like.This bright piece of art reminds me of a church glass window that would illuminate when the sun shines through it.This looks childish but fun at the same time, the colors are cheerful looking.Lots of ginger tones are used in the trains, lights, and side walk."
tarsila-do-amaral_pastoral,contentment,This looks like an image of a child and their grandpa; really nice to see this!It looks like an awkward picture of father and daughter.It's a peaceful image of a man and a child.
viorel-marginean_peisaj-2009,excitement,"The bright colors and contrasting forms in this image are interesting to look at.I love that the trees are colored like fall and i love the view of the fields from above.I love how the colors are so bright! the bright greens and oranges in this image add lots of energy to the picture.This is such a happy painting, the green hills dotted with red trees, i love the buildings tucked away in the glens, the birds add a carefree feeling.All of the colors just pop when they are together giving me a feeling of excitement.The isometric perspective, birds shown mid-flight, and the detailed three-dimensional depiction of the hills are thrilling."
william-h.-johnson_children-at-ice-cream-stand-1939,contentment,This group of kids look like they are having a good time. they are all wearing colorful clothes.A group of people looking an old man.This is a cute and familiar scene that is also child like. it is a happy scene that brings me good feelings.It feels cheerful because it's a bunch of friends getting a snack.
william-h.-johnson_ski-jump-1946,excitement,The motion of the skiiers jumping up on the snow with the vibrant colors make me feel excited.The individuals in the painting on skis look as if they are competing intensely.The dynamic skiers all flying through the air and the snow falling off of them makes me think they are going very fast and this is exciting.
edward-hopper_adam-s-house,contentment,"It shows a nice neighborhood.Looks like a nice day to take a walk.It seems to be a pleasing place and as the telephone wires imply, partially modern.This reminds me of my home town, and i love it. it captures the beauty of living in a small town."
edward-hopper_drug-store-1927,amusement,"Of all the things to advertise, this artist chose ex-lax.Well its an old ex lax advertisement on a drugstore window. i think its kind of neat.The subject is nostalgic and amusing.  the contrast of colors, the lights and darks that depict a street corner at night is interesting."
edward-hopper_lighthouse-at-two-lights-1929,contentment,I love beaches and lighthouses and the serene feeling they bring us.The sky and scenery look very peaceful.It makes me feel calm because of the colors and the cute little house.The day looks like it could be sunset and the light house looks well kept and clean.
edward-hopper_the-bootleggers,contentment,This looks like a relaxing ride to me.The ocean and voyage are relaxing.It is nice that someone waiting at the house outside for the men in the boat.
john-french-sloan_rosette-1913,contentment,The subject matter is relaxed and the color is soft.The face is very thoughtful.The woman looks calm and peaceful.
john-french-sloan_spring-grammercy-park-1912,contentment,This person looks happy to be raising a child in a beautiful city.This painting is very relaxing in its imagery and colors.This painting is cool and colorful.The two woman with the baby seem happy and having a nice stroll.
john-french-sloan_the-city-from-greenwich-village-1922,excitement,"I love this exciting 1920s ny city scene. even without the caption it would have invoked ""vintage new york"" feelings in me.Trains are always exciting.Love this! i love trains. i love el trains even more. this takes me back to my early 20s when i lived by the el in phila. this picture brings back such great memories!"
john-french-sloan_yellow-rock-gloucester-1915,awe,"Te contrast of the colors of the water and the rocks and the overall theme is awe inspiring.This style of painting feels messy, yet at the same time beautiful.This makes me so happy. it reminds me of home but when i'm not working and enjoying the beach and the rocks."
william-james-glackens_bal-bullier-1895,amusement,The people in the image look is af they are about to dance.Amusing that it looks like french renaissance painting. they are all wearing black. she looks to be much bigger than her partner. they are all walking towards something or about to break out into a dance at their local nightclub. they are about to do somethings with their fancy dresses and hats and everyone seems amused too.They look like they are dancing .The party-goers are watching the two people in the center dance.
albrecht-altdorfer_birth-of-mary,awe,Very peaceful with the flying angels over a mother holding her child.Seeing all the baby angels surround the baby is quite awe inspiring.The way the figures are looking down on the scene from above suggests reverence.
albrecht-altdorfer_susanna-in-the-bath-1526,awe,The detail in the castle.There are a lot of interesting details.I wish i could see architecture like that nowadays.
albrecht-altdorfer_the-battle-of-issus-fragment-1529-5,amusement,"Not sure what this person is doing, but it's amusing to me.I love the detail of this work. i feel like the the beautiful face of the woman adds to the beautiful things that surround her.The way the figures hands are raised looks like someone who has given up because of a ridiculous turn of events."
albrecht-durer_christ-appears-to-his-mother-1511,awe,Praying to god and he hears.The god give his grace to the person.The mix of lines showing a halo vs the ragged clothes is beneficent.I feel in awe as jesus is blessing the women it warms my heart.The sunburst around the man's head makes me think that this scene is from the bible.
albrecht-durer_design-for-all-saints-picture,awe,This is a religious image of the crucifixion and is supposed to inspire the faithful.The level of detail in this piece is astounding; you can see all the people in it.This painting feels like a statue with people praying to god for help!
albrecht-durer_madonna-nursing-1519,awe,The details are so amazin the whole thing looks real.The shimmering sparkles around the mother and child make me think about the beauty of parenthood.The glowing light surrounding the mother and childs heads is awe inspiring.
albrecht-durer_st-eustace,contentment,"The animals relaxing around the man makes for a rather quaint, peaceful sight.A man kneels in front of his horse as his dogs lay around.Strangely a lot of animals in this painting, looks cool, a lot of details."
albrecht-durer_sudarium-spread-out-by-an-angel-1516,excitement,"The angels look like they are interacting with each other and taking part in a larger story, and it makes me want to know more about the story surrounding the picture.Looks like an epic battle. intricate and exciting.  makes me feel as though i want to know the story behind it.It looks like an angel is trying to fix something in the sky."
albrecht-durer_the-cathedral-of-aix-la-chapelle-with-its-surroundings-seen-from-the-coronation-hall-1520,awe,"I'm impressed by the impressive detail that the artist sketched in, especially the fine lines for the rooftops.An elaborate detailed sketch of a city looks like building plans for new development.The details of the the buildings are made with precision."
albrecht-durer_the-great-triumphal-car-1519,awe,"The detail is incredible. despite having no colours, everything is very unique from eachother.Amazing detail and depth of the characters is awesome.Amazing skill showcasing the original wonka mobile.The royal family is being taken to the royal ball down the street."
albrecht-durer_the-virgin-and-child-with-st-anne,amusement,"The expression on the people's faces makes me amused.The woman on the left is wearing a garment around her head and chin and it accents her bright white eyes.The woman wearing the white has some really funny, buggy looking eyeballs and i cannot help but laugh when i look at her.The white head garment on the woman makes her look like she has a huge head and a tiny face."
albrecht-durer_title-page-to-the-second-latin-edition-of-1511-1498,awe,"A holy aura surrounds the mother and child.Most religious paintings with jesus and his mother are always awe-inspiring, especially medieval paintings.The woman and her baby are radiating light, suggesting they are protected by god.The mother and her child are holy, since they are beaming with divine light."
gerard-david_the-triptych-of-the-sedano-family,contentment,I feel the concern and prayers for this young child on the person's lap.The mother is being supported by various angels and priests.Everyone is gathered around a new born baby and enjoying the day.
gerard-david_virgin-and-child-with-four-angels,awe,"Two angels are placing a crown on a woman's head, which makes the scene seem regal.The red garments help highlight the virgin mary as a figure of central importance.The concept of gurdian angels coming alive in the picture where mother is taking care of her newborn aware of the surroundings."
hans-baldung_harmony-or-the-three-graces-1543,amusement,I love how the girl in the middle is posed. she kind of reminds me of the naughty popular girls in school who think they're hot stuff but they're really not.I see this picture and wonder what happened to unclothe so many people all in the same area. there has to be a story.The individuals seem quite intrigued by the situation that is unfolding around them. the number of naked people is quite funny.
hans-holbein-the-younger_outgoing-ship,excitement,"The men look like they are working very hard on some choppy water, it doesn't look very dangerous since there is a dingy in the water.The boat seems quite at capacity and the sailors all seem to be clamoring for adventure.The boat is packed with people who are sailing away on an adventure."
hans-holbein-the-younger_portrait-of-robert-cheseman-1533,awe,"I am amazed at the detail and realism of this painting, the face is in great proportions and angles and the bird looks so lifelike.The picture is very detailed and crisp. i think the falcon is symbolic of that the man has a dark motive abouts him.The hawk looks regal and majestic since it's so big.The bird that this man is holding is very majestic looking, yet scary at the same time. i can't believe people used to have this type of bird as a pet!"
hans-memling_portrait-of-an-unknown-man-with-a-letter-1485,contentment,A man looking very gentle and quiet with hands crossed.The man's fur coat looks so real. i can imagine the softness of the fur.He looks like a powerful man who is plotting something big.
hans-memling_the-arrival-of-st-ursula-and-her-companions-in-rome-to-meet-pope-cyriacus-from-the-reliquary-of-1489,contentment,"The king seems to really care about everyone under his rule, since he's meeting individually with them.The scene is quite complex as one side shows individuals showing royalty and another show humility.I enjoy this painting because it is religious."
hans-memling_triptych-of-jan-floreins-1479,awe,"The artist is very good at recreating an image of bored people it looks very real.The dimensional frames look as if this picture could be closed up.Beautiful colors and content, makes me just want to stare at it to find all the details."
hans-memling_virgin-and-child-in-a-landscape,contentment,"The clouds in the sky resemble an angelic figure rising.The woman is rocking her baby while singing a lullaby.The baby in that woman's arms is absolutely adorable! i wish my daughter were this small, still."
hieronymus-bosch_temptation-of-st-anthony-1,amusement,"There are flying fish and human deer. someone is crawling underneath the hill and looking at it all. there is a spire on top of the fish vehichle.Boats and fish are flying through the air, which is totally nonsensical.It's a whimsical painting. i'm unsure of what to think other than amusement- boats and fish in the sky."
hieronymus-bosch_the-garden-of-earthly-delights-1516-8,amusement,I feel the red apples signify a challenge or game.That is a lot of bros that like to ride the white pony.It's funny that all of the people are riding the animals without any clothes on.
hieronymus-bosch_the-garden-of-earthly-delights-4,awe,"Makes me think of futuristic sci-fi, which makes me wonder what the distant future will be like.It's hard to decipher what is depicted in this painting, however, it is a very stunning piece.The painting looks like a town is placed inside a globe.The world as depicted through a glass globe or a paperweight seems rather spectacular.This scene looks mystical since there are clouds of white hanging beneath the glass."
hieronymus-bosch_the-marriage-feast-at-cana,contentment,"From the woman's attire to the large table, this is clearly a fancy gathering.The dogs playing on the ground is very cute.Neighbors and friends are gathering for a hearty meal.This looks like a peaceful dinner event, the guests seem happy, talking with each other and tasting the food."
hugo-van-der-goes_the-portinari-altarpiece-st-thomas-and-st-anthony-the-hermit-with-tommaso-portinari-and-two-1478,awe,The man with the red and green dress looks imposing with his staff.A golden holy ring surrounds the man's head.The great colors and darkness seems to haunt my soul.The man stands tall and confidently with his green robe.
jan-van-eyck_the-annunciation,awe,I am in awe looking at this important moment in the birth of jesus.The contrast of the simple facial expressions with the detailed clothing make it an elegant picture and awesome to study.The size of the interior makes me feel this way.The angel is wearing an incredibly elaborate robe.
jan-van-eyck_the-annunciation-1440,awe,"The angel looks rather holy with his wings and large stature.The detail of the sculpture, the folds of the robe, the wing feathers, the hair, is incredible.The wings on the statue give a sense that the statue is an angel who is standing there watching out to protect all.Angels remind me of my father in heaven."
jan-van-eyck_the-ghent-altarpiece-1432,awe,Looks like a ceremony is about to take place and royals are watching.The colors beautifully fit together and the panels perfectly depict daily life of the era.This is a very structured painting meant to inspire awe in christians.
jean-fouquet_battle-of-jericho,excitement,"The houses in the background are muted, but the people in the foreground are brightly covered and seem to be celebrating something with musical instruments.The worshippers appear to be transferring a symbol of enormous importance, like the holy of holies, on a hillside.The bright colors and the instruments give a sense of fanfare."
jean-fouquet_coronation-of-lothair-1460,awe,The brilliant blue color behind the fleur-de-lis symbols is royal and stately.The depicted scene looks quite detailed and elaborate.The woman kneeling to the bishop makes for an awe-inspiring sight.
jean-fouquet_coronation-of-louis-the-pious-1460,awe,"The person on their knees is praying which has great religious significance.This scene looks royal and important, since only the king's highest-ranking men are gathered.These people know that prayer is the best form of protection they have.I love the contrast in this painting. there is two different sides which makes it really unique."
joachim-patinir_landscape-with-the-flight-into-egypt-1516,contentment,The woman taking care of her child in a meadow makes for a relaxing sight.There is a sense of lushness of the foliage of grass and trees that is draped by bright blue skies and ocean gives a feeling of balance.An idyllic countryside that only exists in dreams.The soft light and lush grass make it seem like a pleasant afternoon.
konrad-witz_madonna-and-saints-in-a-church,contentment,The figures are all focused on this baby with an expression of love and affection.  there's a very pleasing golden light illuminating everything.Women tending to a baby in the hallway of a mansion.It looks like the baby is quite happy being looked after by the women. the architecture is also quite nice.The women are giving all of their love and attention to the child.
lucas-cranach-the-elder_cupid-complaining-to-venus,contentment,A naked lady and an angel under a fruit tree.The fruit upon tree compliments the blue sky.The way the mother is shaking the branch to make the fruit fall to her child.
lucas-cranach-the-elder_saint-christopher,awe,"The man is carrying a baby on his back, showing a sense of fatherly affection.The man is willing to fight through anything to protect his children.The man appears to be carrying a baby on his head to safety, which is heartwarming."
mabuse_portrait-of-hendrik-iii-count-of-nassau-breda,awe,The level of detail is impressive to me. it appears reminiscent of high-quality middle age paintings.The hair and the clothing is very detailed and bright.This is a incredibly detailed picture. from the shadows to the material of her  clothing. this is a very good painting.
martin-schongauer_altar-of-omgeving-1491,awe,"The read and green are nice with each other. one man seems to be trying to heal the others wounds.The man waving the staff looks like jesus since he has golden flowers coming out of his head.The man carrying the cross reminds me of jesus, since he has gold forming a halo around his head."
martin-schongauer_altarpiece-of-the-dominicans-the-mystical-hunt,contentment,"I think this painting is cute and i feel content because the animals look like pets to her, the way they are laying and i love the pink castle.It is like a queen playing with animals.The different color pinks combined with the smile on the girls face as she grooms the horse make this picture seem happy  and loving."
martin-schongauer_elephant-in-hortus-sanitatis,amusement,The elephant seems like he's having fun on the rock.The element can barely fit on the rock and is about to slip off.The baby elephant is standing on top of its mother.
pieter-bruegel-the-elder_winter-landscape-with-skaters-and-a-bird-trap-1565,contentment,"This painting looks like a picturesque christmas card, depicting people from town ice skating and playing ice hockey.The figure skate on a frozen lake on a care-free winter day.I feel happy watching people having fun ice skating in a quiet snowy town."
georges-seurat_woman-fishing-and-seated-figures-1884,contentment,Ut has si much harmony in that setting and relax.A very relaxing place.The sight of women relaxing next to the river makes for a pleasant sight.
henri-edmond-cross_cypress-april,contentment,The scene is calm and the colors are interesting and abundant.I love this. the colors are calming and the scenery is beautiful. it makes me feel relaxed looking at it.Pictures of nature relax me.
henri-edmond-cross_plage-de-la-vignassa-1892,contentment,The sight of the sea and bushes is very relaxing.Landscape is calm and tranquil.The colorful field near the ocean is calming.
henri-edmond-cross_the-excursionists-1894,excitement,"The people look like they are on an outing.  the weather looks warm, the colours in the painting are bright.The movement, the bright colors, and the vast land in the distance.The woman's butt is curvaceous and provocative."
paul-signac_fecamp-sunshine-1886,contentment,"Very peaceful and lovely everyday scene.  love the colors and the technique used to paint this.I can't really tell what the painting is supposed to be of, but it looks like a beach or serene town scene.It looks like a peaceful communtiy."
theo-van-rysselberghe_portrait-of-jeanne-pissarro-1895,contentment,"The girl looks relaxed in her cute outfit while sitting in a comfy chair enjoying the outdoors.She looks well kept and calm.Soft lines and pastel colors make this a tranquil scene, especially with the nice summer hat."
theo-van-rysselberghe_the-door-of-monsour-hay-in-meknes-morocco-1887,excitement,I can't wait to explore this interesting place.It looks like tiny little small dots everywhere.The colors are lighthearted and the brush stokes create a festive movement.
allan-d'arcangelo_constellation-1971-1,amusement,This creates an interesting illusion and changes with the angle you look at it.The different elements in this painting fit together in a strange and funny way.I like the way it makes you think like its a puzzle and you need to figure it out.
andy-warhol_dollar-sign,excitement,"I see a lot of power in it.Obviously its like having money at home.The colorful edgy pop feel along with the bold font scream excitement.The blue background color is very bright, the dollar sign also makes me think of money."
andy-warhol_marella-agnelli-1973,amusement,This woman's eyeshadow is outrageous! such a unique choice! looks kind of clownish though...Looks like a late 1960s housewife got into some drugs that psas of that time said were bad and decided to experiment with makeup.Colorful and simply dandy!
burhan-dogancay_stellaesque-1999,amusement,Feels like im back in the classroon.The scattered words and colors make it look fun.I like the colors and the 'street' aesthetic to the design.
claudio-tozzi_papag-lia,excitement,"The colorful close up is very attractive to the eye.This is a cool photo. it looks like the painter took a ton of time with this work. the dots make it look textured.This excites me because i find birds to be fascinating and beautiful and i think the picture really captures the essence and soul of this bird. on top of that, the bright colors are just beautiful."
claudio-tozzi_papag-lia-colcha-de-retalhos,excitement,Keep seeing new things.The colors are bright and alluring.Reminds me of my favorite bird a macaw.
eduardo-paolozzi_meet-the-people-1948,amusement,"Lucille ball was hysterically funny and made me laugh. paired with minnie it is weird and funny at the same time.This is a nice, kitschy blend of pop culture.I like the old vintage characters and objects, very nostalgic.Lucille ball makes me smile as does minnie mouse. this is an odd mishmash of objects with them. love the bright colors."
hiro-yamagata_96-atlanta-olympics-fencing,excitement,The brightness of the images makes this sport look fun.The movement usage portrays the excitement of the event.The subject of the painting is so unique and the cosmic feel is exciting and dynamic.The color scheme really makes the fencers jump off the painting.
hiro-yamagata_joan-d-arc,excitement,"Street parades are an exciting time and there are so many people to look at in the painting.Very intricate. even the buildings' multicolored bricks are carefully done. lots of people, vehicles, etc. to look at.The scene is colorful and shows people celebrating.It looks like a huge celebration with people staring out of their apartment windows admiring a parade passing by full of really nice cars."
hiro-yamagata_moulin-rouge-1977,excitement,"The bright colors, people dancing, and objects flying in the air make me want to join in the festivities.The town being filled with people makes be think a party is going to happen.There is a lot to look at in this artwork which makes it exciting.The bright colors and bustling streets evoke an exciting day in montmartre."
hiro-yamagata_normandies-1979,amusement,All the different colors and people make it into a playful painting.This is a joyous paiting.  a street fair with people having fun in their neighborhoos with sounds and crowds.A crowd cheers as vintage trucks are passing on the street.
hiro-yamagata_not-detected-272418,excitement,"The red of the sky contrasts well with the blue of the buildings, reminding me of sunset. the people moving and action on the stage look like a fun party.This business  and detail makes you wish you were there.This is a very vibrant painting and i love the pinks and orange used in the sky."
howard-finster_elvis-and-the-arpitaun-world-1980,amusement,The painting makes elvis look like a ventriloquist puppet.Elvis appears rather innedbriated with his eyes in different directions.Elvis looks like a cartoon character and his eyelashes look very unrealistic.The representation of elvis is amusing but the colors go nicely together.
howard-finster_leonardo-da-vinci-1991,amusement,"The notes at the bottom of the image make me curious about this piece.It's amusing because it looks somewhat clownish with the bright colors,and childish shapes.The childlike quality of the drawing in this painting is accessible and striking."
jim-dine_four-hearts-1969,excitement,The four hearts are surrounded by little jellybeans.The shades of red make me happy and different colors make it seem like a party.The bright reds and pinks of the hearts make me excited about love.
jose-de-guimaraes_untitled-2,amusement,The pattern and texture of the hair is fascinating.This is kind of fun painting like the image of a court jester.The yellow hand looks like it's picking the nose of the grey face.I like the blue collage towards the top.
leroy-neiman_hunt-field-1967,excitement,The traditional fox hunt with baying hounds and gentlemen on horses.They look like they are in the middle of a fox hunt.There are people running in the forest. there may be a race and the colors are exciting to look at.Men race through their polo match on the lush green grounds.
mario-schifano_tutte-stelle-particolare-dell-oasi-1967,awe,The stars above the tree look like fireworks.The white and yellow stars remind me of forth of july.The backdrop of stars behind/infront of the trees is facinating.
peter-blake_self-portrait-with-badges-1961,amusement,"He seems like a very devoted fan. good for him.This is like the typical american tourist visiting attractions.This is eerily reminiscent of a king of the hill character and pose.Odd and funny looking painting, colorful yet childlike."
peter-max_buddha-moon-monk-sunrise-1999,awe,"This is a lovely colorful and surreal picture.Totally in awe. the way the artist was able to blend the yellow and orange and red. beautiful.I love the circle in the middle, looks like the sun."
robert-silvers_cover-for-life,awe,"The way the outline of the person in the cover is made up of many smaller covers is unique and feels clever.So many pictures making up a whole other picture is awe inspiring. it is quite impressive.The magazine covers coming together to make a face is a really neat touch.The total nu,ber of cover is impressive and reflects the past of the publication."
roy-lichtenstein_collage-for-nude-with-white-flower-1994(1),amusement,"This just looks comical. why is this woman talking on the phone naked holding a flower, like it's totally normal?Feels american-ish. just missing the red. love the contrasting textures and feel, although they don't make any sense why some have stripes and some dont. .I like the interesting comic book style and shading with the dots."
roy-lichtenstein_spray-1962,amusement,"I like the comic style of the image. it seems almost as if the person is spraying away something bad or evil instead of a beauty product.Funny thing for a painting, but its colors are nice and bright and the subject is understood.""bring out the lysol and don't forget to cover your mouth, please."".The type of art reminds me of vintage ad art."
tano-festa_il-peccato-originale,excitement,The colors and abstract brings something new.A different style of art used here which to me creates an adam and eve type illustration.This reminds me of the serpent tempting eve in the garden of eden.
yayoi-kusama_dandelions-1985,excitement,"The yellow flowers popping out of the painting is very pretty and very cool under neither the strange background.Oh this reminds me of dandelions and i love dandelions. how fun.I'm inspired. nice flowers, makes me feel inspired to create something myself. good patterns."
albert-marquet_july-14th-at-havre-1906,excitement,"I like the foreign flag of france.The flags,bright colors, and hustle and bustle on the street convey a sense of activity and anticipation.The shapes are very clustered with bright colors."
albert-marquet_port-of-marseilles-1916,contentment,The peaceful scene of the water harbor with the boats makes me want to go fishing.The water is calming.The blue-green water contrast with the background gives the view a sense of vastness. the painting uses neutral colors and it gives the view a calming sensation.
albert-marquet_river-scene,awe,Very nice shading and contour.The reflection in the water of the landscape is very nice to look at.  i feel awe with many pictures based on nature.Nice fall day at the lake.
alexandre-benois_at-the-german-quarter-1911(3),awe,The parade is impressive and large.The place and the building looks amazing.The size and grandeur of the building and the number of people in in attendance are impressive and awe inspiring.It looks like a big house or building.
andrã©-lhote_mirmande-1932,awe,"Seeing the small village against the rural landscape is amazing and makes me think of what it would be like to live there.The colors are pretty neutral, and i imagine the views looking over the fields is amazing.,.The high angle we see the castle at inspires awe."
arthur-segal_ascona-im-herbst-1915,contentment,"The yellow and blue are beautiful to look at.I like the colors makes me feel calm nice landscape.The landscape is lovely, especially when combined with these colors.The winding shapes and mellow colors bring contentement to me.The main brushes are a happy yellow and orange, plus the scene is serene."
arturo-souto_rue-moufetard-par-s-1945,contentment,There seems to be hope evoked by the color choice.The beautifully haunting color choice evokes sensations of lust.The town makes the sight seem rather peaceful and look like an every-day scene.
charles-reiffel_holiday-mission-beach-1938,excitement,"The painting seems like a beach place.The beautiful painting looks beach place.It reminds me of vacation and the excitement of travel.The beach scene creates a feeling of the first day of summer.  i can almost smell the popcorn from the vendor in the foreground.I love the colors, the scene depicted, and the excitement of the people in the painting."
constantin-blendea_still-life-1,contentment,"This scene reminds me of the beauties of home life.I love how the white background makes the things sitting on the table so pronounced and easy to see.Seeing the bowl of fruit and flowers reminds me of life, it can be very calming.All that white is so peaceful and elegant."
constantin-piliuta_fishery,contentment,It looks like a peaceful place to relax.Quaint hut on the beach.This painting makes me imagine a warm summer day on the lake.I like the pleasant blue of the sky and bright yellow sands. i like how quiet this fishing town looks and how calm the seas are.Peaceful beach hut scene.
constantin-piliuta_nocturne-1973,amusement,"Looks like a child rendering.This painting just feels silly, like the ladies are crazy and lighthearted!The two ladies look like they're on some sort of drugs, or failing at dancing. the guy looks like he isn't amused. this is funny, to me.It's funny. looks like a blowup doll riding a horse. the woman is smiling at the man who is drinking."
constantine-maleas_landsapce-of-pendelis,contentment,"I am contented to stand beneath these trees, i feel like there is a breeze, a contemplative relaxation.The brush strokes are smooth and velvety, the color subtle and quiet.The nature scene as well as happy colors give a sense of peace.The beautiful mountain surrounded by trees looks comforting."
david-burliuk_in-a-park,contentment,The green in this photo paints a picture perfect day.The watercolor makes for a simple painting but the landscape pleasing to the eyes.This is a very serene and calm setting.
dumitru-ghiatza_mug-with-roses,contentment,"The floral arrangement suggests restraint with its simple composition and limited range of muted colors.The yellow flowers seem simple and pleasing, the red background gives a gentle contrast.The flower vase looks really nice as well as the flowers, the red background makes the flowers stand out."
edouard-cortes_caf-de-la-paix-paris-2,contentment,"It just brings to mind a simpler, slower way of life.  no one seems to be in any kind of hurry.Nothing is quite distinct in this painting - somehow it adds to the charm of the scene. viewer knows 'just enough',.Old days when it was fun to do your shopping on the street .contentment to me.Featureless, non-descript as far as facial recognition goes with people and animals, yet still picturesque.I enjoy the busyness of the bustling city around."
edouard-cortes_place-de-la-bastille-3,contentment,"The child and their parent look like they're having a nice walk after dinner.The bright, rosy lights in the shop windows seem to beckon the viewer to come out of the rain and into the warmth inside.Street scenes representing slice of life.People tend to their business on a fall day in the city.It looks like a gray day walking in downtown london."
edouard-cortes_rue-royale-1,excitement,The bustling city street reminds me on new york city.These street scenes are exciting and fun to look at. this looks like washinton dc.The horses moving toward the viewer give an impression of an interesting event.
edouard-cortes_theatre-du-vaudeville-3,excitement,"I feel exciting, happiness of the carriages and the night light. this a place of peace and joyful times with the family.This water color of the city during a rainstorm reminds me of paris in the fall.A man standing in the corner. im excited."
emily-carr_indian-war-canoe-alert-bay-1912,amusement,"At first i thought it was a bright representation of noah ark but im not sure.The colors are cheerful, and the creature on the boat is unusual.The colors are bright and the boat has amusing creatures painted on it."
francisc-sirato_evening-at-balcic-1940,contentment,"Desert type of painting, feels netural in the colors being used.The blue patches makes me think of tidal pools on the beach with the ocean in the background.The colors and flowing of the buildings display a bright optimism about what is going on in the little town.Bold strokes and bright lighting make the scene warm and breezy."
francisc-sirato_lila-in-yellow,contentment,She seems very content to read whatever is in her book.The girl looks very peaceful as she reads her book.A pretty lady reading a book with a peach-colored outfit. very relaxing and soothing to look at.This woman looks very warm and content reading her book in the sun.Reading good news is like enjoying a beautiful piece of art.
frank-johnston_the-shadowed-valley,contentment,"Because the snow and the forest remind me of winter in connecticut when i was a child.The frozen and serene landscape brings to mind feelings of contentment.The beautiful dark forest contrasted with the white snow and clean, still stream are peaceful."
grace-cossington-smith_before-the-arches-met-1930,excitement,"The brightness of the colors bring the boat ride to life for me.Reminds me of summer, blue water, blue skies and boats with people going who knows where and without a care!Ive never seen anything like this, i like the simplicity, the use of dull but bold colors to depict industrialization."
gregoire-boonzaier_three-pomegranates,contentment,The vibrant colors and gradients of the fruit make me feel calm and happy.I really like the colors of the fruit and the way the brushwork makes the whole scene look soft around the edges yet you can still see what the objects are.The blue and greens in the background remind me of waves.
gustave-loiseau_port-of-dieppe-1903,contentment,"The boats look very calm at the river by the town.The sky and the sea both look like fog, and the ships seem to be in a calm mood.  no people seem to be about, like it's a quiet afternoon.The sailing ships on a good day made me feel contentment.I can imagine the sound of the bay and creaking of ships when i look at this. i feel at peace and happy to see the calm water and pretty houses."
gustave-loiseau_pothius-quay-in-pontoise-1907,contentment,"The scene is quaint, serene and gives me peace.The quiet country side with the old houses is so peaceful.A beautiful old style castle set in the woods.This painting is a picture of a quaint and quiet country estate."
gustave-loiseau_the-auxerre-cathedral,contentment,The shadows in the foreground combine with the sun on the building to create a pleasing effect.This is a beautiful place that i could go and be so content to just sit and look at the water.Ornate building right on waters edge. an abundant of full trees.
gustave-loiseau_the-pont-marie-de-paris-1912,contentment,"The sky reminds me of the beginnings of twilight. it looks like a very serene time.The large lake alongside the town and there are people nearby make me want to live there.This scene is so sweet and peaceful and the colors are comforting.Evokes a simpler time with the horse-drawn cart, and the water and bridge seem calm and serene."
gustave-loiseau_the-road-to-dieppe,contentment,"A strong ""monet"" look in a landscape painting with lots of warm and earthy tones and values.A quaint country scene made more quaint by the rustic brush strokes.Takes me to a small english village, where i want to be jane austin."
gustave-loiseau_the-seine-at-port-marly,contentment,"It may seem odd, but i can almost smell this picture, like a river with crisp clean air as winter sets in.These are the type of paintings i like, the oil colors put to good use make for some great works of art.A lush forrest around a swampy area, it would be wonderful to just be here, in silence."
gwen-john_girl-with-cat,contentment,"I like the contrast of the black cat against the blue dress.  the cat is content, but the girl appears to be waiting sadly for something.The serene look on the girls face and of course the cat on her lsp.A very obedient young lady who usually does what she is told."
henri-de-toulouse-lautrec_dr-tapie-celeyran-in-a-corridor-of-the-french-comedy-1894,amusement,"He hopes he has enough change to tip the coat check girl.The man looks soo funny with his fatty look and funny suits.The man with the tiny head on the giant body looks like someone switched his head with someone else's body.The guy kind of looks like hes about to cry but it's funny.The man looks very tall but disproportional with his suit on, and that is funny."
henri-martin_at-the-pergola,contentment,"Stippling of the brush strokes, and blending of color lend to a calming, beautiful technique.The way the flowers blend with everything is peaceful.The colors around the columns and the shade make me feel like i'm on the veranda of tara in gone with the wind.The orange color od the plants in this painting make it look like a fall morning."
